target_volume,shift_type,shift_type_encoded,day_of_week,is_weekend,is_peak_season,team_size,historical_spoilage_rate,inbound_ratio,has_oversized_items,base_pallets,spoilage_buffer_pallets,oversized_extra_pallets,pallets_to_order,carts_needed
6594,night,2,5,1,0,44,0.04575131278779546,0.42371202050493817,0,37,3,0,41,204
47080,peak,3,3,0,0,30,0.12840008765768054,0.5057556591116257,1,262,48,35,346,1453
44780,peak,3,2,0,0,29,0.05952500903569476,0.42651547593998473,0,249,21,0,269,1382
9671,morning,0,1,0,0,62,0.1382606977803861,0.3410076921881951,0,54,8,0,62,299
10140,afternoon,1,0,0,1,34,0.025544551718011187,0.4625140491533304,0,57,2,0,58,313
16483,afternoon,1,6,1,0,12,0.07950509779434885,0.6528804500648838,0,92,8,0,102,509
11276,afternoon,1,0,0,0,70,0.058998459733562325,0.5915430520919083,0,63,4,0,69,348
8689,afternoon,1,4,0,0,14,0.1395158044461107,0.7816622775097736,1,49,8,6,63,269
11485,afternoon,1,4,0,0,21,0.13880417076375443,0.5179608304952743,0,64,10,0,73,355
9337,afternoon,1,2,0,0,82,0.04822919502235186,0.46640117756898924,0,52,3,0,57,289
6400,afternoon,1,2,0,0,60,0.05207082556185632,0.6468397638463669,0,36,2,0,40,198
19772,morning,0,0,0,0,67,0.10996066624604564,0.5059793947314997,1,110,13,14,139,611
18699,afternoon,1,2,0,0,27,0.1267609317673149,0.6091546343666131,0,104,14,0,118,577
9048,afternoon,1,4,0,0,50,0.09964363854259023,0.7731436402831817,0,51,6,0,58,280
6091,afternoon,1,0,0,1,87,0.12376507460736359,0.5495946142696122,0,34,6,0,41,188
18152,morning,0,0,0,0,55,0.027595094647487377,0.5490875029456648,1,101,3,10,116,561
3625,night,2,6,1,0,19,0.09686341776759123,0.6875832617136477,1,21,3,3,27,112
11500,morning,0,1,0,0,19,0.10402050670048356,0.6780383275915003,0,64,7,0,70,355
6244,afternoon,1,1,0,0,56,0.0428382875677655,0.5581157231953987,0,35,2,0,39,193
3919,night,2,2,0,0,22,0.11335642511895266,0.3323601744483952,1,22,3,3,28,121
17980,afternoon,1,2,0,0,36,0.13331182036416273,0.7903934969273158,0,100,14,0,116,555
19558,morning,0,4,0,0,28,0.12775597907336791,0.48866021051463676,1,109,14,16,141,604
8166,afternoon,1,4,0,0,66,0.04939609014960068,0.4583532082243746,0,46,3,0,49,252
10248,afternoon,1,1,0,0,90,0.05887911655666234,0.7907734166420737,1,57,4,7,68,317
3103,night,2,0,0,0,67,0.07995336427354956,0.7360676084469866,0,18,2,0,22,96
2651,night,2,3,0,0,55,0.03900334211366836,0.46510832091874654,0,15,2,0,18,82
22875,afternoon,1,5,1,0,64,0.13447437957395308,0.45415452787648397,0,128,19,0,146,706
15992,afternoon,1,5,1,0,46,0.03939159556529931,0.6604770713170547,0,89,4,0,94,494
13541,morning,0,6,1,1,50,0.11137075495884032,0.4671579512475392,1,76,11,8,95,418
18199,morning,0,3,0,0,13,0.060971378140511436,0.4257159815822025,0,102,7,0,108,562
18876,afternoon,1,6,1,0,36,0.08884649572359161,0.7898354234636311,0,105,10,0,114,583
18589,afternoon,1,2,0,0,49,0.02566085892732339,0.58285511889195,0,104,3,0,109,574
5275,afternoon,1,5,1,0,79,0.04460142290447887,0.6812488106274721,1,30,2,3,36,163
7820,morning,0,6,1,0,43,0.07332694859854548,0.6565274798459454,0,44,4,0,48,242
16111,morning,0,5,1,0,90,0.10126294606886035,0.6777629973250564,0,90,10,0,100,498
11304,afternoon,1,3,0,0,89,0.11330743114530557,0.7516949880917716,0,63,8,0,70,349
22163,morning,0,6,1,0,52,0.023616862131596274,0.5503841664469201,1,124,3,14,142,684
7430,night,2,3,0,0,90,0.03829882592945476,0.6766890896307673,0,42,2,0,45,230
20592,morning,0,1,0,0,82,0.10757500864271045,0.6984069171615357,0,115,13,0,128,636
8177,afternoon,1,0,0,0,18,0.11756665109744197,0.7731922927480104,0,46,6,0,53,253
52935,peak,3,4,0,0,83,0.048388583274294336,0.6565483515263371,1,295,20,37,351,1634
10127,morning,0,1,0,0,29,0.04755836564072967,0.7463078996924395,1,57,3,8,68,313
22166,afternoon,1,5,1,0,28,0.03056353273677991,0.3475190500999809,0,124,4,0,130,684
8060,morning,0,4,0,0,88,0.03803527707164081,0.36304829695403934,0,45,2,0,49,249
13987,afternoon,1,1,0,0,70,0.02096190702586954,0.37917309475517125,0,78,2,0,79,432
18675,afternoon,1,1,0,1,22,0.09077974877334734,0.37240653602171925,1,104,13,14,132,577
12244,afternoon,1,3,0,0,62,0.12846696129073182,0.3437594062006719,0,69,10,0,79,378
12715,afternoon,1,4,0,0,18,0.037949131944581466,0.36128689289313387,0,71,3,0,73,393
10297,night,2,1,0,0,38,0.11017323961292523,0.7979551424336635,0,58,8,0,66,318
12804,morning,0,3,0,0,70,0.0888390423586996,0.436092514775228,1,72,7,9,88,396
15264,morning,0,2,0,0,48,0.1327906271135807,0.5390240535725981,0,85,12,0,96,472
2385,night,2,4,0,0,16,0.11577470269643096,0.7108076847677249,0,14,2,0,18,74
19839,afternoon,1,6,1,0,73,0.12232748273109544,0.35915233704394245,1,111,15,13,139,613
6921,night,2,1,0,0,83,0.09669705828470802,0.45868250315438686,0,39,5,0,44,214
12184,afternoon,1,5,1,1,85,0.1173603343443044,0.379643010108798,0,68,11,0,79,376
2197,night,2,2,0,0,90,0.06210434041758331,0.33127805801370336,0,13,2,0,14,68
14494,afternoon,1,3,0,0,66,0.04508211138046637,0.7803766903152543,0,81,4,0,84,448
2201,night,2,1,0,0,27,0.12950239654795573,0.7291789180091015,1,13,3,2,20,68
18927,peak,3,5,1,0,85,0.10812030536869047,0.7396489974351289,0,106,17,0,123,585
16149,afternoon,1,3,0,1,67,0.030884347632570825,0.7343400665661886,0,90,4,0,93,499
8210,morning,0,3,0,0,62,0.12402914333017447,0.37728341711273083,0,46,6,0,52,254
8052,morning,0,6,1,0,79,0.06186847279741671,0.6924984481170529,1,45,3,5,55,249
16238,morning,0,5,1,0,57,0.05579333486501322,0.6639356008836425,0,91,6,0,98,502
5866,morning,0,3,0,0,72,0.09479762807436655,0.7627076802122912,0,33,4,0,38,182
10024,morning,0,4,0,0,89,0.08823183633277563,0.40966113613158334,0,56,5,0,62,310
7483,afternoon,1,6,1,0,44,0.08459080653985859,0.5070221934378272,0,42,4,0,48,231
15107,afternoon,1,2,0,0,66,0.05058526200824323,0.44746425635694037,0,84,5,0,88,467
15553,afternoon,1,6,1,1,29,0.13517285015074637,0.4289589091584001,0,87,16,0,103,480
16972,afternoon,1,2,0,0,23,0.134014510859544,0.626190843761419,0,95,14,0,108,524
8889,morning,0,0,0,0,85,0.02049946279069998,0.3819716748987195,1,50,2,7,60,275
6680,morning,0,6,1,0,32,0.06053931550012502,0.5324035598165897,0,38,3,0,42,207
6427,morning,0,6,1,0,89,0.025465839687445608,0.6233202237133986,0,36,2,0,38,199
11709,afternoon,1,1,0,0,84,0.12202985195718892,0.36515153353502133,0,66,9,0,75,362
22059,morning,0,6,1,1,37,0.12638218859559402,0.4284900686688689,0,123,20,0,145,681
8286,morning,0,3,0,0,90,0.08219579404234927,0.7836830289521657,0,47,4,0,51,256
9449,afternoon,1,1,0,0,32,0.12076136413528586,0.6977146658352924,0,53,7,0,59,292
2885,night,2,2,0,0,33,0.10440323790245504,0.6384773381436948,0,17,3,0,19,90
15735,morning,0,2,0,1,66,0.0799488731514109,0.7279846035506494,0,88,9,0,97,486
15787,afternoon,1,3,0,0,57,0.06365736787868329,0.3069842260694472,0,88,6,0,93,488
16577,afternoon,1,4,0,0,52,0.05194700303918718,0.30303721720005694,0,93,6,0,98,512
9261,night,2,5,1,0,16,0.05113149649076624,0.37698331798783524,0,52,4,0,57,286
38666,peak,3,3,0,0,55,0.08744772610851098,0.5476285597088871,0,215,27,0,243,1194
7273,morning,0,3,0,0,27,0.040017059178841484,0.5849868535829266,0,41,2,0,43,225
9468,morning,0,0,0,0,46,0.040975025140754705,0.3568442657210306,1,53,3,7,63,293
7345,night,2,5,1,1,16,0.0212472008392438,0.33614280992534,0,41,2,0,43,227
15283,afternoon,1,6,1,1,73,0.09359936714709485,0.7141670655484407,1,85,11,12,109,472
14410,afternoon,1,4,0,0,37,0.13932130227920628,0.5322342407365293,0,81,12,0,92,445
16451,afternoon,1,1,0,0,72,0.12670632505135085,0.7962472128944615,0,92,13,0,107,508
16126,afternoon,1,5,1,0,62,0.10468277653125216,0.4146733295565078,0,90,10,0,99,498
52823,peak,3,4,0,0,80,0.11426303573198876,0.623600556049914,0,294,48,0,344,1630
41049,peak,3,3,0,0,67,0.07002232595164952,0.7021940827655027,0,229,23,0,253,1267
7932,night,2,3,0,0,61,0.05576954658992827,0.7363190780063749,0,45,4,0,51,245
8809,morning,0,3,0,1,47,0.06423539382616203,0.4531595077362965,1,49,4,6,59,272
7456,night,2,3,0,0,35,0.02977064980760581,0.39664019145360807,0,42,2,0,44,231
20935,morning,0,3,0,0,90,0.0960554237635559,0.4130472866596527,0,117,12,0,129,646
11685,morning,0,5,1,0,41,0.04098380266552087,0.6333713847682585,0,65,3,0,68,361
8295,night,2,6,1,0,80,0.11154538533920463,0.5611649190860941,0,47,7,0,53,256
17634,morning,0,5,1,0,59,0.042797175471657525,0.5994956913147393,0,98,5,0,103,545
5916,morning,0,6,1,0,33,0.04737488303208039,0.3102643089908934,0,33,2,0,37,183
14680,morning,0,5,1,1,44,0.13487667672514017,0.4954866045352011,0,82,14,0,97,453
2985,night,2,4,0,0,80,0.032647509442847306,0.455074233042507,0,17,2,0,19,93
21899,afternoon,1,3,0,0,61,0.07986110470952358,0.7318906453722523,0,122,11,0,132,676
18158,afternoon,1,2,0,0,34,0.027522380888191665,0.6881293446248455,0,101,3,0,104,561
6531,morning,0,5,1,0,21,0.030846919049864766,0.5147859321798467,0,37,2,0,39,202
3003,night,2,2,0,0,47,0.09602004345661125,0.6152647905422297,0,17,2,0,18,93
7055,night,2,0,0,0,28,0.09568727156703026,0.32383969687089836,0,40,5,0,46,218
10982,morning,0,1,0,0,64,0.0431744337588991,0.6186257253958167,0,62,3,0,64,339
5752,afternoon,1,5,1,0,19,0.12469838183100712,0.3486024976772222,0,32,5,0,39,178
14453,morning,0,2,0,0,55,0.10426243948195729,0.657009390459506,0,81,9,0,89,446
34281,peak,3,0,0,0,72,0.056073269944539754,0.5869192242667867,0,191,15,0,208,1058
6865,afternoon,1,4,0,0,17,0.04980638696107138,0.4502466213211031,0,39,3,0,42,212
53356,peak,3,1,0,1,82,0.11051423037569945,0.48541999816123776,0,297,58,0,354,1647
19990,morning,0,6,1,0,48,0.10803487089591246,0.345045791216578,0,112,13,0,125,617
7921,night,2,3,0,0,65,0.037859829383772525,0.4613942352073299,0,45,3,0,47,245
8342,night,2,5,1,0,34,0.0619025418404322,0.7834214551481112,0,47,4,0,53,258
8639,afternoon,1,5,1,0,68,0.046001269599012885,0.5430924313085896,0,48,3,0,50,267
30189,peak,3,3,0,0,62,0.055297303530304785,0.537120461025923,0,168,14,0,184,932
8413,afternoon,1,6,1,0,69,0.05450767549938467,0.6146143944947744,1,47,3,7,57,260
17780,morning,0,4,0,1,30,0.13712284399559566,0.5422219048682403,0,99,17,0,115,549
21875,afternoon,1,1,0,0,38,0.11002536477326823,0.4777545498814884,0,122,15,0,136,675
7747,night,2,5,1,0,36,0.11360624587230501,0.369760787034363,0,44,6,0,50,240
20056,afternoon,1,2,0,0,32,0.053290779831874545,0.6151576190833978,0,112,7,0,118,619
16430,morning,0,6,1,0,36,0.020063250205564213,0.6744612113896719,0,92,2,0,96,507
11579,afternoon,1,1,0,1,62,0.02697884059063874,0.7615513264912104,0,65,3,0,67,358
12460,morning,0,0,0,0,82,0.0863599719988155,0.30150692828593656,0,70,7,0,77,385
6020,afternoon,1,6,1,0,46,0.054257736667806374,0.33333020560699456,0,34,2,0,35,186
5357,afternoon,1,5,1,0,81,0.043154552077782606,0.7497028309881675,1,30,2,4,37,166
7491,night,2,4,0,0,61,0.025956910593958247,0.6155777697597923,1,42,2,6,49,232
12447,morning,0,6,1,0,26,0.12510580873156854,0.7789551382160779,0,70,9,0,78,385
15058,afternoon,1,2,0,0,35,0.09201528164695712,0.5154222970610347,1,84,9,8,100,465
15162,morning,0,1,0,0,60,0.03288478573379088,0.5083435851248537,0,85,3,0,88,468
10057,morning,0,6,1,1,79,0.11196848193159124,0.4721322896986858,0,56,8,0,64,311
5700,night,2,1,0,0,18,0.1106990709292159,0.3714094619348581,0,32,5,0,39,176
39525,peak,3,2,0,0,65,0.05472843692183071,0.4893164544738844,1,220,17,23,261,1220
11823,afternoon,1,0,0,0,49,0.04261122698680933,0.30732427009681895,0,66,3,0,69,365
8474,night,2,0,0,0,56,0.11767782513672516,0.5546566424368273,0,48,7,0,56,262
5722,night,2,6,1,0,20,0.05954776791813628,0.7236051035591227,1,32,3,3,37,177
6499,night,2,1,0,0,66,0.12169136972971484,0.46059837684530736,0,37,6,0,42,201
19508,morning,0,3,0,0,63,0.025238193565734104,0.34732007826067846,0,109,3,0,111,602
56175,peak,3,2,0,0,88,0.079914673869386,0.7868806616769783,1,313,36,30,378,1734
20430,afternoon,1,5,1,0,60,0.041551433767954386,0.3644888044405129,0,114,5,0,120,631
9460,morning,0,6,1,0,66,0.10064537758737632,0.5643487483897496,0,53,6,0,61,292
5595,morning,0,0,0,0,81,0.13966565137628564,0.7045928436270599,0,32,5,0,38,173
9821,afternoon,1,5,1,0,87,0.06950132384323214,0.4261726036976339,0,55,5,0,59,304
9866,morning,0,0,0,0,90,0.03203726562703488,0.7207447699478156,0,55,2,0,59,305
20251,morning,0,0,0,0,14,0.05812077433674421,0.5785125703534106,1,113,7,17,139,625
15428,morning,0,4,0,0,79,0.12698077994780987,0.4659678399405589,0,86,11,0,96,477
2599,night,2,6,1,0,49,0.11189132289247056,0.7328446080653013,0,15,3,0,20,81
3231,night,2,5,1,0,81,0.04786539942707089,0.6110000766564754,0,18,2,0,20,100
7599,morning,0,3,0,1,60,0.13443184632383906,0.6076922132938751,0,43,8,0,50,235
7024,night,2,0,0,0,19,0.0946625521631726,0.5520048585682615,0,40,5,0,47,217
7882,night,2,3,0,0,56,0.040165928038102844,0.43736874356686634,1,44,3,5,53,244
9218,night,2,1,0,0,40,0.08867865709354872,0.4524302230608722,1,52,6,7,67,285
21209,morning,0,1,0,0,90,0.07415322411967927,0.3440395364297153,0,118,9,0,128,655
8592,afternoon,1,4,0,0,60,0.11836372097282769,0.4218618530913726,0,48,6,0,54,266
30668,peak,3,3,0,0,35,0.06129920355342944,0.4389125430201161,0,171,15,0,185,947
8658,afternoon,1,2,0,0,32,0.12499739838043358,0.32935074631573225,0,49,7,0,58,268
11577,morning,0,4,0,0,34,0.11743644637259736,0.3551573683395615,1,65,8,8,81,358
21472,afternoon,1,0,0,0,39,0.10095241413919999,0.43512649426885186,0,120,13,0,134,663
15441,afternoon,1,1,0,1,43,0.05103286668154081,0.6386262615598453,0,86,6,0,92,477
18328,afternoon,1,6,1,0,33,0.13643954915357337,0.39211749551561303,0,102,15,0,117,566
13752,morning,0,1,0,0,73,0.08584001363625844,0.5609247999439335,0,77,7,0,85,425
5592,morning,0,2,0,0,78,0.1289016774035635,0.5539516327477644,0,32,5,0,36,173
2600,night,2,4,0,1,84,0.04588758791002354,0.7170190398118281,0,15,2,0,17,81
6367,night,2,3,0,0,17,0.13800539625026706,0.6045819026957948,1,36,6,6,48,197
16590,morning,0,6,1,0,76,0.11792710747337182,0.7584995393469205,1,93,11,10,115,512
26750,peak,3,1,0,0,33,0.13390722601125377,0.6140506846577007,0,149,28,0,178,826
18087,morning,0,0,0,1,62,0.04548388787299849,0.3127578188996251,0,101,6,0,107,559
18502,afternoon,1,2,0,0,79,0.07167896942990576,0.4907460359475032,0,103,8,0,113,571
5490,night,2,2,0,0,68,0.03171607062003292,0.6495239880280563,0,31,2,0,34,170
7647,night,2,5,1,0,83,0.03643635278709453,0.5375609472097471,0,43,2,0,44,236
34389,peak,3,2,0,1,66,0.054075039630440185,0.5096989349107903,0,192,19,0,213,1062
16286,morning,0,0,0,0,53,0.13419507925679078,0.6357728154479307,0,91,13,0,106,503
7748,night,2,2,0,1,63,0.10006300173439728,0.44286643982579893,0,44,7,0,51,240
21030,morning,0,3,0,0,72,0.057755876848026626,0.7544890158459184,0,117,7,0,123,649
4617,night,2,5,1,0,30,0.134548798260557,0.5065718004952919,0,26,5,0,33,143
5467,night,2,3,0,0,12,0.10876776879405181,0.6156089054587663,0,31,5,0,37,169
7474,afternoon,1,6,1,0,52,0.12883748158931738,0.7911666332850977,1,42,6,5,52,231
8299,morning,0,4,0,0,74,0.1312664952606918,0.6927401149770142,1,47,7,6,59,257
7177,night,2,4,0,1,59,0.1100923699894498,0.5658115793857457,0,40,7,0,47,222
20993,morning,0,6,1,0,43,0.049176011574990325,0.7296937941247176,0,117,6,0,125,648
11849,morning,0,6,1,0,61,0.1395906746142769,0.5802188592345564,0,66,10,0,77,366
3489,night,2,3,0,0,25,0.05901090080739638,0.5208267173139696,1,20,2,2,26,108
9723,afternoon,1,0,0,0,28,0.10060468994812623,0.7367264724989977,0,55,6,0,63,301
5476,night,2,5,1,0,41,0.12137740339493612,0.31357767844547146,0,31,5,0,37,169
10160,afternoon,1,4,0,0,62,0.04101811933095876,0.5037330683816044,0,57,3,0,62,314
9250,morning,0,2,0,0,73,0.09308500159337704,0.47149623328462303,0,52,5,0,56,286
7603,night,2,6,1,0,35,0.06502073323139095,0.657043153181041,1,43,4,6,53,235
5127,afternoon,1,3,0,0,74,0.04931468835669964,0.3062931075769068,0,29,2,0,31,159
13811,morning,0,1,0,0,25,0.02141261753075744,0.630426239402237,0,77,2,0,78,427
8073,night,2,0,0,0,45,0.12463688765575658,0.4731806179622891,1,45,7,6,60,250
9749,afternoon,1,0,0,0,70,0.03630578566722265,0.3489466895214523,0,55,3,0,60,301
15314,afternoon,1,3,0,0,76,0.12537405928218254,0.7901653908677846,0,86,12,0,98,473
15907,afternoon,1,1,0,0,44,0.09208287185701378,0.40611436892538555,0,89,9,0,98,491
7103,night,2,0,0,0,69,0.09452666654180496,0.4745649644738168,1,40,5,5,51,220
5827,night,2,5,1,0,29,0.11943821531090541,0.40352329463968967,0,33,5,0,39,180
4939,night,2,4,0,0,23,0.08113293760097368,0.6309955986460111,0,28,3,0,32,153
19941,morning,0,5,1,1,85,0.06287414817612107,0.691258157034078,0,111,9,0,121,616
8035,night,2,1,0,0,77,0.036656802079102435,0.7303204173207904,1,45,2,5,52,248
10591,afternoon,1,5,1,0,13,0.08844984574497346,0.4554991089720818,0,59,6,0,67,327
6668,afternoon,1,2,0,0,81,0.08638004651012948,0.5622766957657581,0,38,4,0,41,206
5958,afternoon,1,6,1,0,39,0.055267578280074295,0.6316288124280955,0,34,2,0,36,184
2727,night,2,6,1,0,53,0.09200683107841776,0.6147604875601955,1,16,2,2,19,85
6726,night,2,4,0,0,14,0.07272402631620356,0.6580135968079026,0,38,4,0,41,208
5753,morning,0,1,0,0,59,0.11666361846961652,0.6848636518223774,1,32,4,5,43,178
11101,afternoon,1,3,0,0,24,0.08713835091518138,0.34873667803565195,0,62,6,0,70,343
7746,night,2,0,0,0,68,0.13204143036161947,0.38415551234583245,0,44,7,0,50,240
9871,morning,0,4,0,0,14,0.0821579562061974,0.6671605247570445,0,55,5,0,60,305
48181,peak,3,3,0,0,74,0.12649943637886835,0.5383377669549347,0,268,48,0,315,1487
17505,afternoon,1,1,0,0,49,0.08246301656169226,0.513516895536286,0,98,9,0,109,541
8757,afternoon,1,2,0,1,70,0.08696417643683997,0.5277200625387971,0,49,6,0,56,271
16994,morning,0,0,0,0,39,0.06401695945467041,0.48601300671568015,0,95,7,0,104,525
17536,morning,0,0,0,0,37,0.06802029481526747,0.5955337562904963,0,98,7,0,107,542
34617,peak,3,4,0,0,76,0.13197217847499348,0.46166277132768796,0,193,36,0,229,1069
8615,morning,0,3,0,0,85,0.046793888237664505,0.6184077002954493,0,48,3,0,50,266
6031,night,2,6,1,0,85,0.034574926600739,0.40131855775940345,0,34,2,0,35,187
20711,afternoon,1,1,0,0,72,0.11962530941647291,0.6788444568078782,0,116,15,0,130,640
15888,morning,0,1,0,0,68,0.08922929596938557,0.6907999872871253,1,89,8,11,109,491
7794,morning,0,3,0,0,12,0.05415767773537673,0.5892604081123229,0,44,3,0,48,241
17155,afternoon,1,0,0,1,43,0.07188802643476316,0.48466173137477186,0,96,10,0,107,530
36107,peak,3,3,0,1,43,0.08298862721327202,0.3071982866184308,0,201,30,0,232,1115
14803,afternoon,1,5,1,0,38,0.09105683082037216,0.3607662362256567,0,83,8,0,92,457
18261,afternoon,1,6,1,0,24,0.11852612275261683,0.33984350639433375,0,102,13,0,117,564
14229,morning,0,1,0,0,28,0.06732227929472186,0.30510251257443294,0,80,6,0,86,440
19747,afternoon,1,3,0,0,39,0.1011803735871718,0.6611098859504515,0,110,12,0,122,610
17609,afternoon,1,0,0,1,63,0.12017203685169688,0.7780333799681969,1,98,16,9,125,544
6836,night,2,4,0,0,47,0.1212528147149635,0.3055841326494075,0,38,6,0,45,211
7398,afternoon,1,5,1,0,58,0.05050942460437091,0.356345300897732,1,42,3,4,51,229
19525,afternoon,1,0,0,0,77,0.062020765310014776,0.7303379296749356,0,109,8,0,119,603
21916,morning,0,2,0,0,43,0.09138872411146573,0.6442511247381207,1,122,12,12,148,677
24054,peak,3,2,0,0,43,0.12629268694963355,0.5023551982481514,0,134,24,0,157,743
13808,morning,0,3,0,1,81,0.11485353040302748,0.7963982587336578,0,77,12,0,89,427
9240,morning,0,6,1,0,66,0.09007554816994659,0.5868106708949975,0,52,5,0,59,286
17661,afternoon,1,6,1,0,84,0.13804803567486126,0.634799506374714,0,99,15,0,115,545
17969,afternoon,1,0,0,0,51,0.072678467530813,0.6265881834177564,0,100,8,0,110,555
7585,afternoon,1,0,0,0,39,0.12109406854234964,0.41135081504444704,0,43,6,0,50,235
20868,afternoon,1,1,0,0,42,0.11821044559675356,0.544062204888746,0,116,15,0,132,644
3543,night,2,4,0,0,42,0.12896459740043384,0.40820564927516273,0,20,4,0,23,110
18458,morning,0,5,1,1,37,0.13852140260302548,0.5547322651038118,0,103,18,0,121,570
5673,night,2,0,0,0,15,0.07948360370957948,0.3153906094043031,1,32,4,5,43,176
11004,afternoon,1,5,1,1,69,0.043475557844407126,0.4909795884258462,0,62,4,0,66,340
7730,afternoon,1,3,0,0,90,0.07530744281937815,0.48610503644423425,0,43,4,0,48,239
7657,afternoon,1,1,0,1,34,0.12246618523825185,0.44581531092591237,0,43,7,0,52,237
16148,morning,0,6,1,0,80,0.12033279611065177,0.33961447108261855,1,90,11,11,114,499
6414,night,2,5,1,0,71,0.060316388910417164,0.685483530131218,0,36,3,0,41,198
6790,afternoon,1,5,1,1,54,0.025676816835040847,0.510227432144016,0,38,2,0,40,210
7084,morning,0,5,1,0,37,0.08118105173914923,0.7069865893806218,1,40,4,5,51,219
5986,afternoon,1,5,1,1,78,0.07689211148945746,0.7178636189607794,0,34,4,0,37,185
48770,peak,3,5,1,0,79,0.030291677333255797,0.4067986949508948,0,271,12,0,282,1505
17623,afternoon,1,6,1,1,66,0.11538679468683138,0.510665056899412,0,98,15,0,113,544
20388,peak,3,1,0,0,58,0.05403083287262613,0.6604870026045176,0,114,9,0,125,630
15021,morning,0,3,0,0,70,0.09749025106089368,0.5497480768374483,1,84,9,8,100,464
6338,morning,0,5,1,0,86,0.03217854351859996,0.7275341152014856,1,36,2,4,44,196
21296,morning,0,5,1,0,86,0.12328438074915235,0.5857845038567032,1,119,15,14,149,658
19828,afternoon,1,3,0,1,27,0.10871294037861959,0.6147904839292833,0,111,16,0,128,612
16091,morning,0,0,0,0,69,0.06661072507743988,0.6935117322723525,0,90,6,0,98,497
21518,morning,0,0,0,1,12,0.09553867391878816,0.3611110538142556,0,120,15,0,137,664
53395,peak,3,6,1,0,56,0.042494467122268974,0.5921241189590274,0,297,18,0,317,1648
8397,night,2,1,0,1,17,0.1382506989150734,0.3427149343820738,0,47,10,0,58,260
6876,night,2,1,0,0,63,0.11553296505124624,0.4302755617685193,1,39,6,6,50,213
10205,morning,0,4,0,0,30,0.11467280036828324,0.4062858532122894,0,57,7,0,65,315
9095,morning,0,1,0,0,54,0.038405626109345135,0.5835380453309202,0,51,2,0,55,281
10568,morning,0,6,1,1,30,0.02212802298726346,0.7219511891952264,0,59,2,0,61,327
7008,night,2,3,0,0,50,0.090244564132356,0.36640480477525794,0,39,5,0,43,217
25123,peak,3,5,1,0,43,0.03729447342077732,0.6841982638235424,0,140,8,0,148,776
9242,afternoon,1,3,0,0,76,0.11365201477866141,0.37153306271137443,0,52,7,0,60,286
13001,morning,0,6,1,0,58,0.06992913682138956,0.3948358564242134,1,73,6,8,86,402
8919,afternoon,1,4,0,1,24,0.06063130987849181,0.7584700986275329,0,50,4,0,53,276
14312,morning,0,2,0,0,85,0.028837911495405266,0.3048645777533273,0,80,3,0,83,442
20198,afternoon,1,6,1,0,47,0.1395278095933546,0.39857202061676933,0,113,17,0,130,624
17209,afternoon,1,6,1,1,81,0.13472129364642557,0.40777804563920916,1,96,17,13,126,532
7601,night,2,2,0,0,38,0.03579162893682213,0.44094028169048827,1,43,2,7,52,235
15054,morning,0,3,0,0,83,0.05993739250177902,0.48170585354721807,0,84,6,0,89,465
13646,morning,0,2,0,0,35,0.0668945045629528,0.3515890059193661,0,76,6,0,83,422
27016,peak,3,6,1,1,31,0.055616129373871455,0.5342271399415169,0,151,15,0,166,834
20501,morning,0,6,1,0,20,0.13213622715858137,0.4996751836819445,0,114,16,0,132,633
9670,morning,0,2,0,0,50,0.10656101948265018,0.6124669054576248,0,54,6,0,59,299
6429,morning,0,6,1,0,12,0.13470996867128782,0.7337588170343506,0,36,5,0,41,199
17193,morning,0,4,0,0,22,0.12494064830289175,0.4488601300679453,0,96,12,0,110,531
7908,afternoon,1,6,1,0,85,0.11054498233630075,0.5732438871297972,1,44,6,6,57,245
4961,night,2,6,1,0,12,0.10363605284958541,0.4856886850700924,0,28,4,0,33,154
5698,morning,0,5,1,0,55,0.12393949891753776,0.32012514054416485,0,32,4,0,36,176
7374,afternoon,1,1,0,0,62,0.10209798761497463,0.7105376820635465,0,41,5,0,48,228
7779,afternoon,1,1,0,1,28,0.04264637587773812,0.6171082199959692,0,44,3,0,47,241
6069,afternoon,1,2,0,0,77,0.09777518197137178,0.3010861351876415,0,34,4,0,37,188
7257,night,2,0,0,0,34,0.0818001967938288,0.4247859701013083,0,41,5,0,45,224
8402,night,2,4,0,0,52,0.1378273612514392,0.45449470249448837,1,47,8,7,61,260
11434,morning,0,5,1,0,70,0.08119586564790436,0.7057657702655709,0,64,6,0,70,353
9367,night,2,5,1,0,85,0.024614597978125242,0.680356605203349,1,53,2,5,60,290
8922,afternoon,1,2,0,1,36,0.05170274129187722,0.4980719260677598,0,50,4,0,54,276
31941,peak,3,0,0,1,28,0.1300858112545719,0.3786711081393226,0,178,41,0,220,986
7470,afternoon,1,0,0,0,30,0.13548275965359635,0.49301607629068717,0,42,6,0,49,231
42244,peak,3,5,1,0,57,0.10741982919689257,0.7050731611994752,0,235,36,0,273,1304
5343,night,2,4,0,0,46,0.026823667854436448,0.5261956801583265,1,30,2,5,37,165
15815,morning,0,1,0,0,85,0.022824966529551897,0.3579350941429275,0,88,3,0,90,489
17698,afternoon,1,5,1,0,34,0.07755140033589203,0.3192737362005286,0,99,9,0,107,547
39837,peak,3,6,1,0,55,0.1399606767873062,0.46666763614504836,0,222,44,0,266,1230
7324,night,2,5,1,0,20,0.12431560849992863,0.37418140551042306,0,41,7,0,50,226
